PG.ProteinGroups,PG.Genes,PG.ProteinDescriptions,PG.ProteinNames,PG.CV,PG.Qvalue,PG.MolecularWeight,control_detected_samples,control_detection_rate,low_detected_samples,low_detection_rate,high_detected_samples,high_detection_rate
O60664,PLIN3,Perilipin-3,PLIN3_HUMAN,0.7783699876383264,0.0040983606557377,47074.96,148,0.9673202614379085,184,0.989247311827957,171,0.9715909090909091
O60704,TPST2,Protein-tyrosine sulfotransferase 2,TPST2_HUMAN,0.6196606631972252,0.0016233766233766,41911.81,150,0.9803921568627451,184,0.989247311827957,170,0.9659090909090909
O60763,USO1,General vesicular transport factor p115,USO1_HUMAN,1.500559986600334,0.0073810825587752,107895.26,89,0.5816993464052288,120,0.6451612903225806,101,0.5738636363636364
O60814;P57053;P58876;P62807;Q5QNW6;Q93079;Q99877;Q99879,H2BC12;H2BC12L;H2BC5;H2BC10;H2BC18;H2BC9;H2BC15;H2BC14,Histone H2B type 1-K;Histone H2B type F-S;Histone H2B type 1-D;Histone H2B type 1-C/E/F/G/I;Histone H2B type 2-F;Histone H2B type 1-H;Histone H2B type 1-N;Histone H2B type 1-M,H2B1K_HUMAN;H2BFS_HUMAN;H2B1D_HUMAN;H2B1C_HUMAN;H2B2F_HUMAN;H2B1H_HUMAN;H2B1N_HUMAN;H2B1M_HUMAN,1.441012072922161,0.0058910162002945,13890.13;13944.19;13936.16;13906.13;13920.16;13892.11;13922.13;13989.27,153,1.0,186,1.0,176,1.0
O60844,ZG16,Zymogen granule membrane protein 16,ZG16_HUMAN,0.6590826752582757,0.0040983606557377,18132.61,117,0.7647058823529411,136,0.7311827956989247,127,0.7215909090909091
O60884,DNAJA2,DnaJ homolog subfamily A member 2,DNJA2_HUMAN,0.8521190898898942,0.0072727272727272,45745.6,98,0.6405228758169934,108,0.5806451612903226,111,0.6306818181818182
O60888,CUTA,Protein CutA,CUTA_HUMAN,0.6783867094815662,0.0058910162002945,19116.32,120,0.7843137254901961,158,0.8494623655913979,120,0.6818181818181818
O60936,NOL3,Nucleolar protein 3,NOL3_HUMAN,0.6364023489038457,0.006765899864682,22629.45,126,0.8235294117647058,153,0.8225806451612904,139,0.7897727272727273
O75015,FCGR3B,Low affinity immunoglobulin gamma Fc region receptor III-B,FCG3B_HUMAN,0.8574685441231953,0.0040983606557377,26242.88,95,0.6209150326797386,120,0.6451612903225806,101,0.5738636363636364
O75081,CBFA2T3,Transcriptional corepressor CBFA2T3,MTG16_HUMAN,0.7654271394606657,0.0073810825587752,71192.03,148,0.9673202614379085,184,0.989247311827957,172,0.9772727272727273
O75083,WDR1,WD repeat-containing protein 1,WDR1_HUMAN,2.541071825139583,0.0016233766233766,66193.52,153,1.0,186,1.0,176,1.0
O75116,ROCK2,Rho-associated protein kinase 2,ROCK2_HUMAN,4.334399840551055,0.0072727272727272,160899.82,108,0.7058823529411765,132,0.7096774193548387,123,0.6988636363636364
O75144,ICOSLG,ICOS ligand,ICOSL_HUMAN,0.8043515903960712,0.0040983606557377,33348.83,151,0.9869281045751634,172,0.9247311827956989,171,0.9715909090909091
O75147,OBSL1,Obscurin-like protein 1,OBSL1_HUMAN,0.7752499586996727,0.0073810825587752,206946.78,123,0.803921568627451,154,0.8279569892473119,140,0.7954545454545454
O75165,DNAJC13,DnaJ homolog subfamily C member 13,DJC13_HUMAN,0.9568570783777938,0.0072727272727272,254414.88,122,0.7973856209150327,146,0.7849462365591398,139,0.7897727272727273
O75170,PPP6R2,Serine/threonine-protein phosphatase 6 regulatory subunit 2,PP6R2_HUMAN,1.244521731106544,0.0073810825587752,104941.75,125,0.8169934640522876,151,0.8118279569892473,138,0.7840909090909091
O75223,GGCT,Gamma-glutamylcyclotransferase,GGCT_HUMAN,0.8744221301452257,0.0058910162002945,21007.72,145,0.9477124183006536,174,0.9354838709677419,159,0.9034090909090909
O75309,CDH16,Cadherin-16,CAD16_HUMAN,0.6547661940765725,0.0016233766233766,89923.06,148,0.9673202614379085,182,0.978494623655914,168,0.9545454545454546
O75339,CILP,Cartilage intermediate layer protein 1,CILP1_HUMAN,0.6574591645085627,0.0040983606557377,132564.71,153,1.0,186,1.0,176,1.0
O75340,PDCD6,Programmed cell death protein 6,PDCD6_HUMAN,0.5646966803276428,0.0016233766233766,21868.48,153,1.0,186,1.0,176,1.0
O75347,TBCA,Tubulin-specific chaperone A,TBCA_HUMAN,1.14165718060229,0.006765899864682,12854.82,125,0.8169934640522876,138,0.7419354838709677,135,0.7670454545454546
O75351,VPS4B,Vacuolar protein sorting-associated protein 4B,VPS4B_HUMAN,0.9631279140237076,0.0073810825587752,49302.07,128,0.8366013071895425,160,0.8602150537634409,143,0.8125
O75356,ENTPD5,Nucleoside diphosphate phosphatase ENTPD5,ENTP5_HUMAN,0.4717301976057108,0.0073810825587752,47517.29,136,0.8888888888888888,172,0.9247311827956989,162,0.9204545454545454
O75367,MACROH2A1,Core histone macro-H2A.1,H2AY_HUMAN,1.433604265927007,0.0040983606557377,39183.5,135,0.8823529411764706,148,0.7956989247311828,130,0.7386363636363636
O75368,SH3BGRL,Adapter SH3BGRL,SH3L1_HUMAN,1.702834081821513,0.0016233766233766,12774.25,139,0.9084967320261438,166,0.8924731182795699,149,0.8465909090909091
O75369,FLNB,Filamin-B,FLNB_HUMAN,1.835566537665246,0.0073810825587752,278164.03,90,0.5882352941176471,99,0.532258064516129,94,0.5340909090909091
O75390,CS,"Citrate synthase, mitochondrial",CISY_HUMAN,2.183074819179891,0.0016233766233766,51712.43,94,0.6143790849673203,109,0.5860215053763441,106,0.6022727272727273
O75396,SEC22B,Vesicle-trafficking protein SEC22b,SC22B_HUMAN,1.509724978031936,0.0040983606557377,24740.58,81,0.5294117647058824,105,0.5645161290322581,103,0.5852272727272727
O75487,GPC4,Glypican-4,GPC4_HUMAN,0.560808925781683,0.0016233766233766,62412.1,153,1.0,186,1.0,175,0.9943181818181818
O75531,BANF1,Barrier-to-autointegration factor,BAF_HUMAN,1.749126855966295,0.0040983606557377,10058.57,136,0.8888888888888888,160,0.8602150537634409,147,0.8352272727272727
O75558,STX11,Syntaxin-11,STX11_HUMAN,2.214065499710346,0.0072727272727272,33195.8,118,0.7712418300653595,149,0.8010752688172043,131,0.7443181818181818
O75563,SKAP2,Src kinase-associated phosphoprotein 2,SKAP2_HUMAN,1.458945465300834,0.0016233766233766,41216.81,91,0.5947712418300654,101,0.543010752688172,102,0.5795454545454546
O75578,ITGA10,Integrin alpha-10,ITA10_HUMAN,1.432238023025325,0.0055467511885895,127602.13,85,0.5555555555555556,105,0.5645161290322581,96,0.5454545454545454
O75596,CLEC3A,C-type lectin domain family 3 member A,CLC3A_HUMAN,0.5777735015832127,0.0073810825587752,22232.53,102,0.6666666666666666,154,0.8279569892473119,113,0.6420454545454546
O75608,LYPLA1,Acyl-protein thioesterase 1,LYPA1_HUMAN,1.770527900569686,0.0073810825587752,24669.57,96,0.6274509803921569,109,0.5860215053763441,93,0.5284090909090909
O75636,FCN3,Ficolin-3,FCN3_HUMAN,1.251966508900388,0.0016233766233766,32902.98,153,1.0,186,1.0,176,1.0
O75695,RP2,Protein XRP2,XRP2_HUMAN,0.7444243934152934,0.0040983606557377,39641.06,114,0.7450980392156863,141,0.7580645161290323,122,0.6931818181818182
O75752,B3GALNT1,"UDP-GalNAc:beta-1,3-N-acetylgalactosaminyltransferase 1",B3GL1_HUMAN,0.3881388642576112,0.0016233766233766,39511.87,153,1.0,186,1.0,174,0.9886363636363636
O75787,ATP6AP2,Renin receptor,RENR_HUMAN,0.5660389221296622,0.0040983606557377,39008.01,153,1.0,186,1.0,176,1.0
O75822,EIF3J,Eukaryotic translation initiation factor 3 subunit J,EIF3J_HUMAN,0.8931749068176321,0.0072727272727272,29062.4,136,0.8888888888888888,166,0.8924731182795699,142,0.8068181818181818
O75874,IDH1,Isocitrate dehydrogenase [NADP] cytoplasmic,IDHC_HUMAN,0.7951932126647363,0.0016233766233766,46659.29,152,0.9934640522875817,186,1.0,174,0.9886363636363636
O75882,ATRN,Attractin,ATRN_HUMAN,0.7862736937575036,0.0040983606557377,158536.87,153,1.0,185,0.9946236559139785,174,0.9886363636363636
O75897,SULT1C4,Sulfotransferase 1C4,ST1C4_HUMAN,4.793553045870325,0.0073810825587752,35519.85,128,0.8366013071895425,145,0.7795698924731183,150,0.8522727272727273
O75915,ARL6IP5,PRA1 family protein 3,PRAF3_HUMAN,2.009197451500391,0.0073810825587752,21614.7,99,0.6470588235294118,120,0.6451612903225806,111,0.6306818181818182
O75954,TSPAN9,Tetraspanin-9,TSN9_HUMAN,0.6208880115541401,0.0016233766233766,26778.92,118,0.7712418300653595,131,0.7043010752688172,107,0.6079545454545454
O75955,FLOT1,Flotillin-1,FLOT1_HUMAN,0.9658981325454626,0.0016233766233766,47355.28,150,0.9803921568627451,183,0.9838709677419355,171,0.9715909090909091
O76003,GLRX3,Glutaredoxin-3,GLRX3_HUMAN,0.9342858097895548,0.0040983606557377,37432.03,111,0.7254901960784313,128,0.6881720430107527,114,0.6477272727272727
O76013,KRT36,"Keratin, type I cuticular Ha6",KRT36_HUMAN,0.9183786270242542,0.0073810825587752,52247.07,83,0.5424836601307189,108,0.5806451612903226,91,0.5170454545454546
O76074,PDE5A,"cGMP-specific 3',5'-cyclic phosphodiesterase",PDE5A_HUMAN,2.471780787640875,0.0040983606557377,99984.98,77,0.5032679738562091,96,0.5161290322580645,88,0.5
O94769,ECM2,Extracellular matrix protein 2,ECM2_HUMAN,0.6227309244941701,0.0016233766233766,79789.34,153,1.0,186,1.0,176,1.0
O94804,STK10,Serine/threonine-protein kinase 10,STK10_HUMAN,1.158796864802155,0.0073810825587752,112135.23,92,0.6013071895424836,135,0.7258064516129032,121,0.6875
O94919,ENDOD1,Endonuclease domain-containing 1 protein,ENDD1_HUMAN,1.374356489925486,0.0040983606557377,55016.6,77,0.5032679738562091,102,0.5483870967741935,94,0.5340909090909091
O94966,USP19,Ubiquitin carboxyl-terminal hydrolase 19,UBP19_HUMAN,1.596855430374897,0.0073810825587752,145650.79,135,0.8823529411764706,174,0.9354838709677419,149,0.8465909090909091
O94973,AP2A2,AP-2 complex subunit alpha-2,AP2A2_HUMAN,2.075018559870716,0.0072727272727272,103960.42,140,0.9150326797385621,164,0.8817204301075269,160,0.9090909090909091
O94985,CLSTN1,Calsyntenin-1,CSTN1_HUMAN,0.4783751169219422,0.0040983606557377,109792.75,153,1.0,186,1.0,176,1.0
O95084,PRSS23,Serine protease 23,PRS23_HUMAN,1.246680543440944,0.0073810825587752,43001.25,129,0.8431372549019608,169,0.9086021505376344,139,0.7897727272727273
O95196,CSPG5,Chondroitin sulfate proteoglycan 5,CSPG5_HUMAN,0.544097965245236,0.0016233766233766,60016.26,149,0.9738562091503268,179,0.9623655913978495,171,0.9715909090909091
O95236,APOL3,Apolipoprotein L3,APOL3_HUMAN,2.362058210105608,0.0072727272727272,44278.2,133,0.869281045751634,164,0.8817204301075269,144,0.8181818181818182
O95373,IPO7,Importin-7,IPO7_HUMAN,1.072892729468254,0.0016233766233766,119516.51,153,1.0,185,0.9946236559139785,174,0.9886363636363636
O95376,ARIH2,E3 ubiquitin-protein ligase ARIH2,ARI2_HUMAN,1.766638483710665,0.0040983606557377,57818.86,95,0.6209150326797386,104,0.5591397849462365,97,0.5511363636363636
O95428,PAPLN,Papilin,PPN_HUMAN,0.4742324860400617,0.0072727272727272,137699.98,95,0.6209150326797386,136,0.7311827956989247,118,0.6704545454545454
O95445,APOM,Apolipoprotein M,APOM_HUMAN,0.4371174155739558,0.0016233766233766,21253.29,153,1.0,186,1.0,176,1.0
O95466,FMNL1,Formin-like protein 1,FMNL1_HUMAN,0.8092725556039233,0.0073810825587752,121853.56,124,0.8104575163398693,160,0.8602150537634409,144,0.8181818181818182
O95497,VNN1,Pantetheinase,VNN1_HUMAN,2.784182852567799,0.0073810825587752,57011.67,84,0.5490196078431373,117,0.6290322580645161,99,0.5625
O95498,VNN2,Pantetheine hydrolase VNN2,VNN2_HUMAN,0.7360227930106599,0.006765899864682,58503.12,129,0.8431372549019608,154,0.8279569892473119,148,0.8409090909090909
O95714,HERC2,E3 ubiquitin-protein ligase HERC2,HERC2_HUMAN,2.557791217665631,0.0073810825587752,527227.86,126,0.8235294117647058,139,0.7473118279569892,127,0.7215909090909091
O95715,CXCL14,C-X-C motif chemokine 14,CXL14_HUMAN,0.6266739826733438,0.0072727272727272,13077.61,138,0.9019607843137255,175,0.9408602150537635,153,0.8693181818181818
O95744,PMS2P2,Putative postmeiotic segregation increased 2-like protein 2,PM2P2_HUMAN,1.149662296892892,0.0073810825587752,32668.98,122,0.7973856209150327,157,0.8440860215053764,153,0.8693181818181818
O95747,OXSR1,Serine/threonine-protein kinase OSR1,OXSR1_HUMAN,0.9625390735400552,0.0040983606557377,58022.19,149,0.9738562091503268,176,0.946236559139785,162,0.9204545454545454
O95782,AP2A1,AP-2 complex subunit alpha-1,AP2A1_HUMAN,1.756345808267202,0.0016233766233766,107545.88,122,0.7973856209150327,150,0.8064516129032258,132,0.75
O95810,CAVIN2,Caveolae-associated protein 2,CAVN2_HUMAN,2.698175773893255,0.0016233766233766,47173.17,151,0.9869281045751634,184,0.989247311827957,171,0.9715909090909091
O95819,MAP4K4,Mitogen-activated protein kinase kinase kinase kinase 4,M4K4_HUMAN,1.109005795492925,0.0073810825587752,142100.79,85,0.5555555555555556,115,0.6182795698924731,112,0.6363636363636364
O95866,MPIG6B,Megakaryocyte and platelet inhibitory receptor G6b,G6B_HUMAN,1.286212786748854,0.0016233766233766,26163.39,88,0.5751633986928104,99,0.532258064516129,98,0.5568181818181818
O95967,EFEMP2,EGF-containing fibulin-like extracellular matrix protein 2,FBLN4_HUMAN,0.6454498553747409,0.0040983606557377,49405.47,151,0.9869281045751634,185,0.9946236559139785,175,0.9943181818181818
P00325,ADH1B,All-trans-retinol dehydrogenase [NAD(+)] ADH1B,ADH1B_HUMAN,1.256739489503763,0.0040983606557377,39835.46,141,0.9215686274509803,181,0.9731182795698925,165,0.9375
P00326,ADH1C,Alcohol dehydrogenase 1C,ADH1G_HUMAN,1.176108342646492,0.0073810825587752,39867.59,152,0.9934640522875817,184,0.989247311827957,171,0.9715909090909091
P00338,LDHA,L-lactate dehydrogenase A chain,LDHA_HUMAN,1.994490388354026,0.0016233766233766,36688.72,153,1.0,186,1.0,176,1.0
P00352,ALDH1A1,Aldehyde dehydrogenase 1A1,AL1A1_HUMAN,1.13167512366375,0.0016233766233766,54861.84,144,0.9411764705882353,173,0.9301075268817204,163,0.9261363636363636
P00387,CYB5R3,NADH-cytochrome b5 reductase 3,NB5R3_HUMAN,1.704850770759605,0.0016233766233766,34234.85,151,0.9869281045751634,185,0.9946236559139785,170,0.9659090909090909
P00390,GSR,"Glutathione reductase, mitochondrial",GSHR_HUMAN,0.813477313934894,0.0072727272727272,56257.01,91,0.5947712418300654,106,0.5698924731182796,96,0.5454545454545454
P00441,SOD1,Superoxide dismutase [Cu-Zn],SODC_HUMAN,1.030851581091699,0.0072727272727272,15935.74,119,0.7777777777777778,138,0.7419354838709677,123,0.6988636363636364
P00450,CP,Ceruloplasmin,CERU_HUMAN,1.367157509914003,0.0016233766233766,122219.21,153,1.0,186,1.0,176,1.0
P00451,F8,Coagulation factor VIII,FA8_HUMAN,0.754449592317382,0.0016233766233766,267009.38,153,1.0,186,1.0,176,1.0
P00488,F13A1,Coagulation factor XIII A chain,F13A_HUMAN,1.291817753728917,0.0016233766233766,83268.28,153,1.0,186,1.0,176,1.0
P00491,PNP,Purine nucleoside phosphorylase,PNPH_HUMAN,1.477590240262052,0.0016233766233766,32117.86,153,1.0,185,0.9946236559139785,176,1.0
P00492,HPRT1,Hypoxanthine-guanine phosphoribosyltransferase,HPRT_HUMAN,0.9871704684536782,0.0040983606557377,24579.38,117,0.7647058823529411,136,0.7311827956989247,128,0.7272727272727273
P00558,PGK1,Phosphoglycerate kinase 1,PGK1_HUMAN,1.542886747420926,0.0016233766233766,44614.68,153,1.0,186,1.0,176,1.0
P00568,AK1,Adenylate kinase isoenzyme 1,KAD1_HUMAN,1.081322965403393,0.0016233766233766,21634.84,151,0.9869281045751634,183,0.9838709677419355,170,0.9659090909090909
P00734,F2,Prothrombin,THRB_HUMAN,0.8735197754179618,0.0016233766233766,70036.86,153,1.0,186,1.0,176,1.0
P00736,C1R,Complement C1r subcomponent,C1R_HUMAN,0.6326076979192335,0.0016233766233766,80118.54,153,1.0,186,1.0,176,1.0
P00738,HP,Haptoglobin,HPT_HUMAN,2.106763907012949,0.0040983606557377,45205.3,153,1.0,186,1.0,176,1.0
P00739,HPR,Haptoglobin-related protein,HPTR_HUMAN,0.6595344633862841,0.0040983606557377,39029.56,153,1.0,186,1.0,176,1.0
P00740,F9,Coagulation factor IX,FA9_HUMAN,0.7060878592200864,0.0016233766233766,51778.43,153,1.0,186,1.0,176,1.0
P00742,F10,Coagulation factor X,FA10_HUMAN,0.4666823322859036,0.0016233766233766,54731.69,153,1.0,186,1.0,176,1.0
P00746,CFD,Complement factor D,CFAD_HUMAN,0.7945351359324785,0.0058910162002945,27032.93,153,1.0,186,1.0,176,1.0
P00747,PLG,Plasminogen,PLMN_HUMAN,0.6504141070690747,0.0040983606557377,90568.98,153,1.0,186,1.0,176,1.0
P00748,F12,Coagulation factor XII,FA12_HUMAN,0.8225149597053371,0.0016233766233766,67792.09,153,1.0,186,1.0,176,1.0
P00751,CFB,Complement factor B,CFAB_HUMAN,1.004351970540284,0.0016233766233766,85532.87,153,1.0,186,1.0,176,1.0
P00915,CA1,Carbonic anhydrase 1,CAH1_HUMAN,1.649415257965431,0.0016233766233766,28870.2,153,1.0,186,1.0,176,1.0
P00918,CA2,Carbonic anhydrase 2,CAH2_HUMAN,1.181185319732977,0.0016233766233766,29246.05,153,1.0,186,1.0,176,1.0
P00966,ASS1,Argininosuccinate synthase,ASSY_HUMAN,1.04217242942637,0.006765899864682,46530.37,146,0.954248366013072,176,0.946236559139785,167,0.9488636363636364
P01008,SERPINC1,Antithrombin-III,ANT3_HUMAN,0.7808212337258094,0.0016233766233766,52602.43,153,1.0,186,1.0,176,1.0
P01009,SERPINA1,Alpha-1-antitrypsin,A1AT_HUMAN,0.8951686291887775,0.0016233766233766,46736.55,153,1.0,186,1.0,176,1.0
P01011,SERPINA3,Alpha-1-antichymotrypsin,AACT_HUMAN,0.6047193692468563,0.0040983606557377,47650.86,153,1.0,186,1.0,176,1.0
P01019,AGT,Angiotensinogen,ANGT_HUMAN,0.4918921808591064,0.0016233766233766,52069.93,153,1.0,186,1.0,176,1.0
P01023,A2M,Alpha-2-macroglobulin,A2MG_HUMAN,1.354542813632483,0.0016233766233766,163290.99,153,1.0,186,1.0,176,1.0
P01024,C3,Complement C3,CO3_HUMAN,0.7838645925163484,0.0016233766233766,187148.06,153,1.0,186,1.0,176,1.0
P01031,C5,Complement C5,CO5_HUMAN,0.9495122691711396,0.0016233766233766,188305.29,153,1.0,186,1.0,176,1.0
P01033,TIMP1,Metalloproteinase inhibitor 1,TIMP1_HUMAN,0.9482416005079068,0.0016233766233766,23170.86,118,0.7712418300653595,149,0.8010752688172043,144,0.8181818181818182
P01034,CST3,Cystatin-C,CYTC_HUMAN,0.6763885244556416,0.0016233766233766,15799.22,153,1.0,186,1.0,176,1.0
P01040,CSTA,Cystatin-A,CYTA_HUMAN,1.019834451995842,0.0040983606557377,11006.49,153,1.0,183,0.9838709677419355,171,0.9715909090909091
P01042,KNG1,Kininogen-1,KNG1_HUMAN,0.9109316802812072,0.0016233766233766,71957.37,153,1.0,186,1.0,176,1.0
P01111,NRAS,GTPase NRas,RASN_HUMAN,0.6895392310019198,0.0030581039755351,21229.16,150,0.9803921568627451,185,0.9946236559139785,173,0.9829545454545454
P01116,KRAS,GTPase KRas,RASK_HUMAN,0.7609646490382556,0.0040983606557377,21655.82,129,0.8431372549019608,147,0.7903225806451613,139,0.7897727272727273
P01130,LDLR,Low-density lipoprotein receptor,LDLR_HUMAN,0.6803717388763866,0.0073810825587752,95376.02,102,0.6666666666666666,125,0.6720430107526881,116,0.6590909090909091
P01137,TGFB1,Transforming growth factor beta-1 proprotein,TGFB1_HUMAN,1.357929296470638,0.0040983606557377,44325.11,134,0.8758169934640523,169,0.9086021505376344,158,0.8977272727272727
P01266,TG,Thyroglobulin,THYG_HUMAN,3.554554962204783,0.0016233766233766,304790.26,152,0.9934640522875817,182,0.978494623655914,172,0.9772727272727273
P01275,GCG,Pro-glucagon,GLUC_HUMAN,0.7430704024436002,0.0072727272727272,20909.2,153,1.0,186,1.0,174,0.9886363636363636
P01344,IGF2,Insulin-like growth factor 2,IGF2_HUMAN,0.5711802411416992,0.0040983606557377,20140.34,153,1.0,186,1.0,175,0.9943181818181818
P01591,JCHAIN,Immunoglobulin J chain,IGJ_HUMAN,1.142472334777125,0.0072727272727272,18098.58,153,1.0,186,1.0,176,1.0
P01593;P01594,IGKV1D-33;IGKV1-33,Immunoglobulin kappa variable 1D-33;Immunoglobulin kappa variable 1-33,KVD33_HUMAN;KV133_HUMAN,1.81914387365134,0.0073810825587752,12848.47;12848.47,94,0.6143790849673203,140,0.7526881720430108,134,0.7613636363636364
P01597;P04432,IGKV1-39;IGKV1D-39,Immunoglobulin kappa variable 1-39;Immunoglobulin kappa variable 1D-39,KV139_HUMAN;KVD39_HUMAN,1.043213428521907,0.0040983606557377,12737.46;12737.46,142,0.9281045751633987,174,0.9354838709677419,171,0.9715909090909091
P01599,IGKV1-17,Immunoglobulin kappa variable 1-17,KV117_HUMAN,1.166398542900434,0.0016233766233766,12778.52,107,0.6993464052287581,121,0.6505376344086021,121,0.6875
P01602,IGKV1-5,Immunoglobulin kappa variable 1-5,KV105_HUMAN,1.061442330555383,0.0016233766233766,12781.55,121,0.7908496732026143,153,0.8225806451612904,143,0.8125
P01619,IGKV3-20,Immunoglobulin kappa variable 3-20,KV320_HUMAN,1.144318440606188,0.0072727272727272,12557.11,153,1.0,185,0.9946236559139785,176,1.0
P01624,IGKV3-15,Immunoglobulin kappa variable 3-15,KV315_HUMAN,0.8991948720237106,0.0055467511885895,12496.09,153,1.0,186,1.0,176,1.0
P01699,IGLV1-44,Immunoglobulin lambda variable 1-44,LV144_HUMAN,1.270719142215616,0.0055467511885895,12201.44,153,1.0,186,1.0,175,0.9943181818181818
P01700,IGLV1-47,Immunoglobulin lambda variable 1-47,LV147_HUMAN,1.213991173949817,0.0040983606557377,12283.58,153,1.0,186,1.0,176,1.0
P01701,IGLV1-51,Immunoglobulin lambda variable 1-51,LV151_HUMAN,1.255139050650054,0.0072727272727272,12248.68,151,0.9869281045751634,185,0.9946236559139785,176,1.0
P01703,IGLV1-40,Immunoglobulin lambda variable 1-40,LV140_HUMAN,1.089295564164591,0.0058910162002945,12301.6,149,0.9738562091503268,184,0.989247311827957,175,0.9943181818181818
